,age,gender,q3,continente,q4,q6,q8,q21,q22,q41
531,35-39,Man,Other,,Bachelor’s degree,1-3 years,SQL,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
532,30-34,Woman,France,Europa,Master’s degree,1-3 years,Python,250-999 employees,1-2,
533,25-29,Man,Poland,Europa,Master’s degree,3-5 years,Python,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
534,35-39,Woman,United States of America,América del Norte,Master’s degree,1-3 years,R,250-999 employees,10-14,Local development environments (RStudio-JupyterLab)
535,25-29,Man,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,< 1 years,R,250-999 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
536,25-29,Man,Other,,Master’s degree,1-3 years,Python,,,
537,18-21,Man,India,Asia,No formal education past high school,3-5 years,Python,50-249 employees,5-9,Local development environments (RStudio-JupyterLab)
538,40-44,Man,Japan,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
539,25-29,Man,Australia,Oceanía,Master’s degree,1-3 years,Python,,,
540,35-39,Man,Nigeria,África,Bachelor’s degree,< 1 years,Python,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
541,40-44,Man,India,Asia,Master’s degree,3-5 years,Other,250-999 employees,10-14,Other
542,25-29,Woman,Viet Nam,Asia,Bachelor’s degree,< 1 years,SQL,0-49 employees,,
543,35-39,Man,Other,,Bachelor’s degree,1-3 years,Other,50-249 employees,1-2,
544,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
545,30-34,Man,Nigeria,África,Master’s degree,1-3 years,SQL,"1000-9,999 employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
546,35-39,Man,Germany,Europa,Master’s degree,5-10 years,SQL,"1000-9,999 employees",0,Local development environments (RStudio-JupyterLab)
547,45-49,Man,Belgium,Europa,Bachelor’s degree,10-20 years,SQL,"1000-9,999 employees",3-4,Basic statistical software (Microsoft Excel-Google Sheets)
548,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
549,18-21,Man,Philippines,Asia,No formal education past high school,< 1 years,Python,250-999 employees,0,Local development environments (RStudio-JupyterLab)
550,22-24,Man,Viet Nam,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",1-2,Local development environments (RStudio-JupyterLab)
551,22-24,Woman,Iraq,Asia,Bachelor’s degree,1-3 years,Python,,,
552,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,250-999 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
553,25-29,Man,India,Asia,Master’s degree,I have never written code,,50-249 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
554,18-21,Man,China,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,C++,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
555,25-29,Man,Morocco,África,Master’s degree,5-10 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
556,25-29,Woman,South Korea,Asia,Bachelor’s degree,1-3 years,R,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
557,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,1-3 years,Python,250-999 employees,20+,
558,45-49,Man,Spain,Europa,Doctoral degree,5-10 years,Java,"1000-9,999 employees",5-9,Local development environments (RStudio-JupyterLab)
559,40-44,Woman,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,Cloud-based data software & APIs (AWS-GCP-Azure)
560,25-29,Man,Italy,Europa,Master’s degree,3-5 years,Python,"1000-9,999 employees",5-9,Local development environments (RStudio-JupyterLab)
561,35-39,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
562,25-29,Woman,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
563,35-39,Man,India,Asia,Master’s degree,1-3 years,SQL,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
564,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",0,Business intelligence software (Salesforce-Tableau-Spotfire)
565,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,,"10,000 or more employees",20+,
566,50-54,Man,Australia,Oceanía,Master’s degree,20+ years,SQL,"10,000 or more employees",5-9,Business intelligence software (Salesforce-Tableau-Spotfire)
567,30-34,Woman,India,Asia,Master’s degree,5-10 years,SQL,50-249 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
568,35-39,Man,Thailand,Asia,Bachelor’s degree,1-3 years,SQL,250-999 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
569,35-39,Man,United Arab Emirates,Asia,Master’s degree,10-20 years,Python,50-249 employees,1-2,
570,22-24,Man,Indonesia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,5-9,Local development environments (RStudio-JupyterLab)
571,45-49,Man,Kenya,África,Bachelor’s degree,20+ years,R,"1000-9,999 employees",10-14,Other
572,30-34,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,Python,250-999 employees,5-9,Local development environments (RStudio-JupyterLab)
573,25-29,Man,Nigeria,África,Bachelor’s degree,I have never written code,,50-249 employees,1-2,Advanced statistical software (SPSS-SAS)
574,18-21,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",15-19,
575,40-44,Man,Ireland,Europa,Doctoral degree,1-3 years,None,250-999 employees,1-2,Local development environments (RStudio-JupyterLab)
576,25-29,Man,Pakistan,Asia,Master’s degree,3-5 years,Python,250-999 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
577,40-44,Man,India,Asia,Bachelor’s degree,10-20 years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
578,35-39,Man,China,Asia,Some college/university study without earning a bachelor’s degree,3-5 years,Python,0-49 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
579,22-24,Man,India,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
580,50-54,Man,Australia,Oceanía,Master’s degree,20+ years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
581,22-24,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,0-49 employees,5-9,Advanced statistical software (SPSS-SAS)
582,45-49,Man,Brazil,América del Sur,Master’s degree,5-10 years,Python,250-999 employees,1-2,
583,55-59,Man,United States of America,América del Norte,Master’s degree,5-10 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
584,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,250-999 employees,10-14,Local development environments (RStudio-JupyterLab)
585,22-24,Man,China,Asia,Master’s degree,3-5 years,Python,0-49 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
586,45-49,Woman,United States of America,América del Norte,Some college/university study without earning a bachelor’s degree,1-3 years,SQL,"10,000 or more employees",3-4,
587,25-29,Woman,Israel,Asia,I prefer not to answer,< 1 years,Python,0-49 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
588,35-39,Woman,Argentina,América del Sur,Bachelor’s degree,< 1 years,Python,50-249 employees,1-2,
589,25-29,Man,Taiwan,Asia,Master’s degree,1-3 years,None,50-249 employees,5-9,Local development environments (RStudio-JupyterLab)
590,30-34,Man,India,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
591,22-24,Man,Kenya,África,Some college/university study without earning a bachelor’s degree,1-3 years,Javascript,,,
592,35-39,Man,United States of America,América del Norte,Master’s degree,5-10 years,SQL,"1000-9,999 employees",5-9,Local development environments (RStudio-JupyterLab)
593,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",10-14,Local development environments (RStudio-JupyterLab)
594,25-29,Woman,Nigeria,África,Master’s degree,I have never written code,,0-49 employees,15-19,Basic statistical software (Microsoft Excel-Google Sheets)
595,30-34,Man,Thailand,Asia,Master’s degree,1-3 years,Python,250-999 employees,1-2,Local development environments (RStudio-JupyterLab)
596,30-34,Man,Japan,Asia,Bachelor’s degree,3-5 years,Python,"1000-9,999 employees",5-9,Local development environments (RStudio-JupyterLab)
597,22-24,Man,India,Asia,Master’s degree,< 1 years,R,250-999 employees,3-4,Local development environments (RStudio-JupyterLab)
598,18-21,Man,China,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,0,
599,50-54,Man,United States of America,América del Norte,Bachelor’s degree,10-20 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
600,45-49,Man,Canada,América del Norte,Master’s degree,20+ years,Python,"10,000 or more employees",20+,Advanced statistical software (SPSS-SAS)
601,25-29,Man,China,Asia,Bachelor’s degree,3-5 years,Python,"1000-9,999 employees",3-4,Basic statistical software (Microsoft Excel-Google Sheets)
602,40-44,Man,Other,,Some college/university study without earning a bachelor’s degree,< 1 years,R,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
603,35-39,Woman,Brazil,América del Sur,Master’s degree,< 1 years,SQL,"1000-9,999 employees",1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
604,22-24,Man,Other,,Master’s degree,1-3 years,Python,50-249 employees,0,
605,22-24,Man,Russia,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
606,40-44,Man,Egypt,África,Bachelor’s degree,1-3 years,R,0-49 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
607,25-29,Woman,Nigeria,África,Master’s degree,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
608,30-34,Man,Poland,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",0,Business intelligence software (Salesforce-Tableau-Spotfire)
609,22-24,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
610,30-34,Man,Mexico,América del Sur,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
611,40-44,Woman,United States of America,América del Norte,Doctoral degree,5-10 years,Python,"10,000 or more employees",20+,Advanced statistical software (SPSS-SAS)
612,22-24,Man,India,Asia,Master’s degree,3-5 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
613,30-34,Man,India,Asia,Doctoral degree,3-5 years,Python,250-999 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
614,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,3-5 years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
615,50-54,Man,Poland,Europa,No formal education past high school,10-20 years,R,0-49 employees,0,Local development environments (RStudio-JupyterLab)
616,40-44,Man,India,Asia,Master’s degree,10-20 years,Python,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
617,22-24,Woman,Indonesia,Asia,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
618,35-39,Man,Ghana,África,Bachelor’s degree,I have never written code,,"1000-9,999 employees",10-14,Basic statistical software (Microsoft Excel-Google Sheets)
619,30-34,Woman,Other,,Master’s degree,< 1 years,Python,"1000-9,999 employees",5-9,Local development environments (RStudio-JupyterLab)
620,35-39,Man,Hong Kong (S.A.R.),Asia,Bachelor’s degree,10-20 years,SQL,250-999 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
621,30-34,Man,India,Asia,Bachelor’s degree,1-3 years,SQL,"10,000 or more employees",0,Advanced statistical software (SPSS-SAS)
622,35-39,Man,Argentina,América del Sur,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"10,000 or more employees",20+,Other
623,40-44,Man,Morocco,África,Master’s degree,1-3 years,Python,250-999 employees,1-2,
624,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,3-4,
625,25-29,Woman,Czech Republic,Europa,Master’s degree,< 1 years,Python,50-249 employees,5-9,Local development environments (RStudio-JupyterLab)
626,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
627,30-34,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",0,Business intelligence software (Salesforce-Tableau-Spotfire)
628,25-29,Man,China,Asia,Master’s degree,1-3 years,Python,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
629,18-21,Man,India,Asia,Master’s degree,3-5 years,C++,0-49 employees,0,
630,30-34,Man,Nigeria,África,Master’s degree,5-10 years,Python,"1000-9,999 employees",3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
631,50-54,Woman,Japan,Asia,No formal education past high school,20+ years,SQL,0-49 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
632,25-29,Man,Nigeria,África,Master’s degree,< 1 years,Python,0-49 employees,1-2,Advanced statistical software (SPSS-SAS)
633,18-21,Woman,China,Asia,Bachelor’s degree,< 1 years,SQL,250-999 employees,5-9,
634,30-34,Woman,China,Asia,Master’s degree,1-3 years,Python,250-999 employees,1-2,Local development environments (RStudio-JupyterLab)
635,45-49,Man,Other,,Bachelor’s degree,10-20 years,Python,250-999 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
636,25-29,Man,Egypt,África,Master’s degree,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
637,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,C++,0-49 employees,1-2,Other
638,35-39,Man,Brazil,América del Sur,Master’s degree,3-5 years,R,50-249 employees,5-9,
639,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",10-14,Basic statistical software (Microsoft Excel-Google Sheets)
640,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,Python,50-249 employees,10-14,
641,30-34,Man,United States of America,América del Norte,Master’s degree,5-10 years,SQL,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
642,35-39,Man,Russia,Asia,Some college/university study without earning a bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
643,30-34,Man,Other,,Master’s degree,1-3 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
644,25-29,Man,China,Asia,Doctoral degree,< 1 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
645,30-34,Man,Egypt,África,Master’s degree,3-5 years,R,"10,000 or more employees",0,Local development environments (RStudio-JupyterLab)
646,35-39,Woman,China,Asia,Doctoral degree,10-20 years,Python,0-49 employees,5-9,Advanced statistical software (SPSS-SAS)
647,22-24,Man,Indonesia,Asia,Bachelor’s degree,3-5 years,Python,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
648,25-29,Man,Other,,Bachelor’s degree,< 1 years,R,250-999 employees,10-14,Basic statistical software (Microsoft Excel-Google Sheets)
649,40-44,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
650,25-29,Man,Indonesia,Asia,Bachelor’s degree,3-5 years,R,0-49 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
651,22-24,Woman,Kenya,África,Bachelor’s degree,< 1 years,Python,0-49 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
652,45-49,Man,Other,,Some college/university study without earning a bachelor’s degree,5-10 years,Python,50-249 employees,1-2,
653,35-39,Man,Pakistan,Asia,Master’s degree,< 1 years,Other,250-999 employees,10-14,
654,22-24,Man,Czech Republic,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
655,22-24,Man,Other,,Bachelor’s degree,< 1 years,R,0-49 employees,10-14,Local development environments (RStudio-JupyterLab)
656,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,1-3 years,Python,50-249 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
657,45-49,Man,Argentina,América del Sur,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",3-4,Basic statistical software (Microsoft Excel-Google Sheets)
658,40-44,Man,Japan,Asia,Master’s degree,1-3 years,SQL,0-49 employees,1-2,
659,18-21,Woman,India,Asia,Master’s degree,3-5 years,Python,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
660,18-21,Man,Pakistan,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,SQL,0-49 employees,1-2,Advanced statistical software (SPSS-SAS)
661,30-34,Man,Other,,Bachelor’s degree,5-10 years,Python,250-999 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
662,30-34,Man,Bangladesh,Asia,Master’s degree,1-3 years,Python,50-249 employees,20+,Basic statistical software (Microsoft Excel-Google Sheets)
663,25-29,Man,Malaysia,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
664,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",3-4,Local development environments (RStudio-JupyterLab)
665,25-29,Man,Australia,Oceanía,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",0,Business intelligence software (Salesforce-Tableau-Spotfire)
666,25-29,Man,Nigeria,África,Some college/university study without earning a bachelor’s degree,< 1 years,Javascript,"10,000 or more employees",5-9,Basic statistical software (Microsoft Excel-Google Sheets)
667,30-34,Man,Germany,Europa,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
668,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"10,000 or more employees",10-14,
669,30-34,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
670,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,50-249 employees,1-2,Local development environments (RStudio-JupyterLab)
671,22-24,Woman,Egypt,África,Master’s degree,3-5 years,Python,250-999 employees,0,Local development environments (RStudio-JupyterLab)
672,45-49,Man,Egypt,África,Doctoral degree,5-10 years,Python,"10,000 or more employees",0,Local development environments (RStudio-JupyterLab)
673,25-29,Woman,India,Asia,Master’s degree,< 1 years,R,50-249 employees,3-4,
674,22-24,Man,Kenya,África,Bachelor’s degree,1-3 years,Python,,,
675,22-24,Man,China,Asia,Master’s degree,3-5 years,Python,,,
676,55-59,Man,United States of America,América del Norte,Bachelor’s degree,20+ years,SQL,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
677,35-39,Man,Canada,América del Norte,Master’s degree,3-5 years,SQL,"10,000 or more employees",15-19,Local development environments (RStudio-JupyterLab)
678,40-44,Woman,United States of America,América del Norte,Professional doctorate,20+ years,Python,"1000-9,999 employees",20+,Advanced statistical software (SPSS-SAS)
679,25-29,Woman,Other,,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",1-2,Advanced statistical software (SPSS-SAS)
680,22-24,Man,Russia,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
681,25-29,Man,Australia,Oceanía,Master’s degree,5-10 years,Python,0-49 employees,1-2,
682,18-21,Woman,Japan,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,0,
683,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
684,22-24,Man,Greece,Europa,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
685,30-34,Man,India,Asia,Master’s degree,1-3 years,Julia,250-999 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
686,35-39,Man,Brazil,América del Sur,Master’s degree,10-20 years,SQL,"1000-9,999 employees",20+,Other
687,25-29,Man,Other,,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
688,50-54,Man,Greece,Europa,Doctoral degree,I have never written code,,"10,000 or more employees",0,
689,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
690,35-39,Prefer not to say,India,Asia,Master’s degree,1-3 years,R,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
691,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",1-2,Other
692,30-34,Woman,Russia,Asia,Master’s degree,< 1 years,Python,250-999 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
693,22-24,Man,Kenya,África,Bachelor’s degree,< 1 years,Python,250-999 employees,20+,Basic statistical software (Microsoft Excel-Google Sheets)
694,22-24,Woman,Pakistan,Asia,Master’s degree,1-3 years,Python,0-49 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
695,40-44,Man,United States of America,América del Norte,Master’s degree,10-20 years,SQL,"10,000 or more employees",3-4,Basic statistical software (Microsoft Excel-Google Sheets)
696,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,Python,50-249 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
697,35-39,Man,United States of America,América del Norte,Master’s degree,5-10 years,SQL,"10,000 or more employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
698,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
699,55-59,Man,United States of America,América del Norte,Bachelor’s degree,I have never written code,,50-249 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
700,60-69,Man,United States of America,América del Norte,Doctoral degree,20+ years,SQL,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
701,35-39,Woman,Canada,América del Norte,Master’s degree,3-5 years,SQL,"10,000 or more employees",20+,Advanced statistical software (SPSS-SAS)
702,50-54,Man,Australia,Oceanía,Master’s degree,3-5 years,Python,"10,000 or more employees",20+,Local development environments (RStudio-JupyterLab)
703,30-34,Man,Other,,Master’s degree,5-10 years,Python,"1000-9,999 employees",10-14,Local development environments (RStudio-JupyterLab)
704,25-29,Man,India,Asia,I prefer not to answer,3-5 years,Python,"1000-9,999 employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
705,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,15-19,Cloud-based data software & APIs (AWS-GCP-Azure)
706,40-44,Prefer not to say,Germany,Europa,Some college/university study without earning a bachelor’s degree,1-3 years,Python,0-49 employees,0,
707,22-24,Man,China,Asia,Master’s degree,< 1 years,Python,0-49 employees,3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
708,18-21,Man,India,Asia,Master’s degree,1-3 years,Java,50-249 employees,20+,Basic statistical software (Microsoft Excel-Google Sheets)
709,30-34,Man,Nigeria,África,Master’s degree,I have never written code,,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
710,40-44,Man,United States of America,América del Norte,Master’s degree,20+ years,SQL,"10,000 or more employees",20+,Basic statistical software (Microsoft Excel-Google Sheets)
711,18-21,Man,Pakistan,Asia,Bachelor’s degree,I have never written code,,0-49 employees,0,Basic statistical software (Microsoft Excel-Google Sheets)
712,22-24,Woman,Spain,Europa,Master’s degree,< 1 years,Python,0-49 employees,1-2,
713,40-44,Man,Denmark,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",5-9,Local development environments (RStudio-JupyterLab)
714,40-44,Man,Brazil,América del Sur,Master’s degree,< 1 years,SQL,250-999 employees,3-4,Advanced statistical software (SPSS-SAS)
715,22-24,Man,Morocco,África,Master’s degree,1-3 years,Python,0-49 employees,0,
716,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,,"10,000 or more employees",10-14,Basic statistical software (Microsoft Excel-Google Sheets)
717,30-34,Woman,Israel,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+,Business intelligence software (Salesforce-Tableau-Spotfire)
718,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,,,
719,25-29,Man,Uganda,África,Bachelor’s degree,1-3 years,Python,50-249 employees,20+,Advanced statistical software (SPSS-SAS)
720,22-24,Woman,Nigeria,África,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4,Other
721,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",3-4,
722,45-49,Man,United States of America,América del Norte,Master’s degree,5-10 years,R,50-249 employees,20+,Advanced statistical software (SPSS-SAS)
723,35-39,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",3-4,Business intelligence software (Salesforce-Tableau-Spotfire)
724,25-29,Man,Ukraine,Europa,Master’s degree,3-5 years,SQL,50-249 employees,3-4,Other
725,30-34,Man,United Arab Emirates,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,1-2,Business intelligence software (Salesforce-Tableau-Spotfire)
726,30-34,Man,Indonesia,Asia,Bachelor’s degree,5-10 years,SQL,"10,000 or more employees",1-2,Basic statistical software (Microsoft Excel-Google Sheets)
727,35-39,Man,India,Asia,Bachelor’s degree,10-20 years,Python,"1000-9,999 employees",15-19,Business intelligence software (Salesforce-Tableau-Spotfire)
728,30-34,Man,Peru,América del Sur,Master’s degree,1-3 years,Python,,,
729,30-34,Man,Belarus,Europa,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,Local development environments (RStudio-JupyterLab)
730,40-44,Man,Canada,América del Norte,Master’s degree,5-10 years,Python,"1000-9,999 employees",20+,
731,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,50-249 employees,5-9,Basic statistical software (Microsoft Excel-Google Sheets)
732,25-29,Man,United Arab Emirates,Asia,Bachelor’s degree,1-3 years,C++,0-49 employees,3-4,
733,18-21,Man,Australia,Oceanía,No formal education past high school,< 1 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
734,35-39,Man,Nigeria,África,Bachelor’s degree,10-20 years,Python,0-49 employees,0,
735,40-44,Man,Other,,No formal education past high school,< 1 years,Python,0-49 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
736,30-34,Woman,Nigeria,África,Master’s degree,1-3 years,Python,0-49 employees,1-2,Basic statistical software (Microsoft Excel-Google Sheets)
737,25-29,Woman,Kenya,África,Bachelor’s degree,I have never written code,,"1000-9,999 employees",20+,
738,22-24,Man,Nepal,Asia,Bachelor’s degree,1-3 years,C,50-249 employees,10-14,
739,25-29,Woman,Viet Nam,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",1-2,Basic statistical software (Microsoft Excel-Google Sheets)
740,30-34,Man,Viet Nam,Asia,Master’s degree,1-3 years,Python,50-249 employees,0,Local development environments (RStudio-JupyterLab)
741,25-29,Man,Spain,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,0,Advanced statistical software (SPSS-SAS)
742,45-49,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,0-49 employees,0,Local development environments (RStudio-JupyterLab)
743,18-21,Woman,United States of America,América del Norte,Master’s degree,5-10 years,R,"1000-9,999 employees",3-4,Local development environments (RStudio-JupyterLab)
744,22-24,Man,India,Asia,I prefer not to answer,3-5 years,Python,0-49 employees,3-4,Local development environments (RStudio-JupyterLab)
745,35-39,Man,Kenya,África,Bachelor’s degree,3-5 years,Python,0-49 employees,3-4,Basic statistical software (Microsoft Excel-Google Sheets)
