,age,gender,q3,q4,q6,q7,q8,q9,q10,q14,q20,q21,q22,q24,q34,q35,q39,q41
2137,18-21,Man,India,Master’s degree,< 1 years,['Python'],Python,[' Other'],"['Colab Notebooks', 'Google Cloud Datalab']",[' Matplotlib '],['Hospitality/Entertainment/Sports'],,,,,,[''],
2138,22-24,Man,Russia,Bachelor’s degree,3-5 years,"['Python', ' SQL', ' Bash']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'PyCharm ']",['None'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Bokeh ']",['Accounting/Finance'],250-999 employees,5-9,"['Analyze and understand data to influence product or business decisions', ' Build prototypes to explore applying machine learning to new areas', ' Build and/or run a machine learning service that operationally improves my product or workflows', ' Experimentation and iteration to improve existing ML models']", Microsoft Power BI,,['I do not share my work publicly'],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2139,30-34,Woman,United States of America,Master’s degree,5-10 years,"['Python', ' R', ' SQL']",R,"['RStudio ', 'PyCharm ', ' Notepad++']",['Kaggle Notebooks'],"[' Matplotlib ', 'Ggplot / ggplot2 ', 'D3 js ']",['Academics/Education'],250-999 employees,1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas', ' Build and/or run a machine learning service that operationally improves my product or workflows', ' Experimentation and iteration to improve existing ML models']", Tableau,,['Kaggle'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
2140,30-34,Man,India,Master’s degree,< 1 years,"['Python', ' R', ' SQL']",SQL,"[' Spyder', 'Jupyter Notebook']",['Other'],[' None'],['Academics/Education'],0-49 employees,1-2,['Analyze and understand data to influence product or business decisions']," Tableau, Tableau CRM",Tableau,['GitHub'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2141,35-39,Man,United States of America,Master’s degree,1-3 years,"['Python', ' SQL', ' Javascript']",SQL,"['PyCharm ', ' Notepad++', 'Jupyter Notebook']",['Colab Notebooks'],[' Matplotlib '],['Medical/Pharmaceutical'],"1000-9,999 employees",3-4,,,,[''],
2142,30-34,Man,Nigeria,Bachelor’s degree,< 1 years,[' None'],Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'RStudio ', 'Visual Studio ']",['Kaggle Notebooks'],['Plotly / Plotly Express '],['Retail/Sales'],"1000-9,999 employees",1-2,['Analyze and understand data to influence product or business decisions'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2143,25-29,Man,Russia,Doctoral degree,1-3 years,"['Python', ' SQL', ' MATLAB']",Python,"['PyCharm ', 'Jupyter Notebook']",['Observable Notebooks'],"[' Matplotlib ', 'Plotly / Plotly Express ']",['Academics/Education'],0-49 employees,3-4,['Analyze and understand data to influence product or business decisions'],,,[''],
2144,30-34,Man,Indonesia,Bachelor’s degree,I have never written code,,,,[''],,['Accounting/Finance'],"10,000 or more employees",0,[' Build prototypes to explore applying machine learning to new areas'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2145,35-39,Man,Mexico,Some college/university study without earning a bachelor’s degree,< 1 years,"[' R', ' SQL']",SQL,[' None'],['Google Cloud Notebooks (AI Platform / Vertex AI)'],[' None'],['Hospitality/Entertainment/Sports'],0-49 employees,1-2,['Analyze and understand data to influence product or business decisions'],,,[''],
2146,25-29,Woman,India,Master’s degree,< 1 years,"['Python', ' R', ' SQL']",Python,"[' Notepad++', 'Jupyter Notebook']",['None'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Accounting/Finance'],50-249 employees,1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']", Tableau,,"['Kaggle', 'Colab']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2147,35-39,Man,Colombia,Master’s degree,5-10 years,[' R'],Python,['RStudio '],['None'],"[' Matplotlib ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ', 'Shiny ', 'Geoplotlib ']",['Academics/Education'],0-49 employees,3-4,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas']", None,,['I do not share my work publicly'],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2148,22-24,Man,India,Professional doctorate,3-5 years,['Python'],Python,['Jupyter Notebook'],['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ']",,,,,,,[''],
2149,22-24,Woman,United States of America,Master’s degree,1-3 years,[' None'],R,"['RStudio ', 'Jupyter Notebook']",['None'],[' None'],,,,,,,[''],
2150,30-34,Man,Kenya,Master’s degree,3-5 years,"['Python', ' SQL']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']",['None'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Leaflet / Folium ']",['Non-profit/Service'],"1000-9,999 employees",15-19,"['Analyze and understand data to influence product or business decisions', ' Build prototypes to explore applying machine learning to new areas', ' Build and/or run a machine learning service that operationally improves my product or workflows']"," Microsoft Power BI, Other",Microsoft Power BI,"['Plotly Dash', 'Streamlit', 'GitHub', 'Colab']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2151,30-34,Man,Argentina,Some college/university study without earning a bachelor’s degree,< 1 years,"['Python', ' R', ' SQL']",SQL,['RStudio '],['Azure Notebooks'],[' None'],['Academics/Education'],0-49 employees,0,['Analyze and understand data to influence product or business decisions'],,,[''],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
2152,22-24,Man,China,Master’s degree,< 1 years,['Python'],Python,"['PyCharm ', ' Sublime Text', 'Jupyter Notebook']","['Kaggle Notebooks', 'IBM Watson Studio', 'Google Cloud Notebooks (AI Platform / Vertex AI)']",[' Matplotlib '],,,,,,,[''],
2153,22-24,Man,Turkey,Master’s degree,1-3 years,"['Python', ' R', ' SQL']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'RStudio ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks']","[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Academics/Education'],250-999 employees,5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Do research that advances the state of the art of machine learning']"," Microsoft Power BI, Tableau",Microsoft Power BI,"['GitHub', 'Kaggle']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2154,35-39,Man,United States of America,Doctoral degree,5-10 years,"['Python', ' C++']",Python,['Jupyter Notebook'],"['Kaggle Notebooks', 'Binder / JupyterHub']","[' Matplotlib ', 'Plotly / Plotly Express ']",['Manufacturing/Fabrication'],"10,000 or more employees",20+,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas']", Tableau,,['I do not share my work publicly'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
2155,22-24,Man,Thailand,Bachelor’s degree,1-3 years,"['Python', ' SQL', ' Other']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']",['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ']",['Manufacturing/Fabrication'],"10,000 or more employees",5-9,"['Analyze and understand data to influence product or business decisions', ' Build prototypes to explore applying machine learning to new areas', ' Experimentation and iteration to improve existing ML models', ' Do research that advances the state of the art of machine learning']",,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2156,25-29,Woman,Poland,Master’s degree,5-10 years,"['Python', ' R']",Python,"['RStudio ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']",['None'],"[' Matplotlib ', 'Seaborn ']",['Manufacturing/Fabrication'],"1000-9,999 employees",5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas', ' Experimentation and iteration to improve existing ML models']", None,,"['GitHub', 'Colab']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2157,22-24,Man,India,Bachelor’s degree,1-3 years,"['Python', ' SQL', ' C', ' C++']",Python,"['PyCharm ', ' Spyder', 'Jupyter Notebook']",['Other'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Academics/Education'],0-49 employees,3-4,['Analyze and understand data to influence product or business decisions']," Microsoft Power BI, Tableau CRM",Microsoft Power BI,"['GitHub', 'Other']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2158,35-39,Man,Nigeria,Master’s degree,< 1 years,['Python'],Python,"['PyCharm ', 'Jupyter Notebook']",['Google Cloud Datalab'],"[' Matplotlib ', 'Seaborn ']",['Accounting/Finance'],"1000-9,999 employees",5-9,"['Analyze and understand data to influence product or business decisions', ' Build prototypes to explore applying machine learning to new areas']"," Microsoft Power BI, Tableau",Microsoft Power BI,['GitHub'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2159,18-21,Man,Brazil,Bachelor’s degree,1-3 years,"['Python', ' SQL']",Python,"['Jupyter Notebook', ' Other']",['Colab Notebooks'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ', 'Ggplot / ggplot2 ']",['Retail/Sales'],250-999 employees,1-2,"['Analyze and understand data to influence product or business decisions', ' Build prototypes to explore applying machine learning to new areas']",,,[''],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2160,45-49,Man,Belarus,No formal education past high school,20+ years,"['Python', ' SQL', ' Other']",Python,"['PyCharm ', 'Jupyter Notebook']",['None'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Broadcasting/Communications'],"1000-9,999 employees",20+,['Analyze and understand data to influence product or business decisions'],,,[''],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2161,22-24,Man,Brazil,Bachelor’s degree,1-3 years,"[' SQL', ' Other']",SQL,"[' Notepad++', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks']",[' Matplotlib '],['Accounting/Finance'],"10,000 or more employees",20+,['Analyze and understand data to influence product or business decisions']," Microsoft Power BI, Tableau, Salesforce, Tableau CRM",Tableau,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2162,18-21,Man,India,Bachelor’s degree,1-3 years,"['Python', ' SQL', ' MATLAB']",Python,"['PyCharm ', ' Sublime Text', 'MATLAB ', 'Jupyter Notebook']",['None'],"[' Matplotlib ', 'Seaborn ']",['Computers/Technology'],50-249 employees,10-14,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas', ' Experimentation and iteration to improve existing ML models']",,,[''],
2163,25-29,Woman,India,Bachelor’s degree,I have never written code,,,,[''],,['Computers/Technology'],0-49 employees,1-2,[' None of these activities are an important part of my role at work'],,,[''],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2164,45-49,Man,Australia,Master’s degree,1-3 years,"['Python', ' SQL']",Python,"['Visual Studio ', 'Jupyter Notebook']",['None'],"[' Matplotlib ', 'Seaborn ']",['Other'],0-49 employees,1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']"," Microsoft Power BI, Tableau, Microsoft Azure Synapse ",Microsoft Power BI,['GitHub'],"['Business intelligence software (Salesforce', ' Tableau', ' Spotfire', ' etc.)']"
2165,70+,Man,United States of America,Some college/university study without earning a bachelor’s degree,20+ years,[' Other'],None,"['Visual Studio ', 'Jupyter Notebook', ' Other']",['None'],[' Other'],['Government/Public Service'],50-249 employees,5-9,[' None of these activities are an important part of my role at work'], None,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2166,40-44,Woman,India,Bachelor’s degree,1-3 years,"['Python', ' SQL']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ']",['None'],[' None'],,,,,,,[''],
2167,25-29,Woman,Ukraine,I prefer not to answer,1-3 years,[' SQL'],Python,[' Other'],['None'],[' None'],['Accounting/Finance'],250-999 employees,5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']", None,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2168,22-24,Man,Nigeria,Bachelor’s degree,1-3 years,[' Java'],Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Jupyter Notebook']","['Binder / JupyterHub', 'Google Cloud Datalab']",[' Matplotlib '],,,,,,,[''],
2169,45-49,Man,Poland,Master’s degree,10-20 years,[' Other'],None,[' None'],['None'],[' None'],['Computers/Technology'],0-49 employees,1-2,[' Build prototypes to explore applying machine learning to new areas'], None,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2170,30-34,Man,India,Master’s degree,< 1 years,['Python'],Python,['Jupyter Notebook'],['None'],"[' Matplotlib ', 'Seaborn ']",['Non-profit/Service'],250-999 employees,20+,[' None of these activities are an important part of my role at work'], Tableau,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2171,22-24,Man,China,Master’s degree,< 1 years,"['Python', ' Java']",Python,['PyCharm '],"['Kaggle Notebooks', 'Colab Notebooks']",[' Matplotlib '],['Academics/Education'],"1000-9,999 employees",3-4,"[' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']", Domo,,"['GitHub', 'Kaggle']",
2172,30-34,Man,Russia,No formal education past high school,< 1 years,"['Python', ' SQL']",Python,"['PyCharm ', 'Jupyter Notebook']",['Kaggle Notebooks'],"[' Matplotlib ', 'Seaborn ']",['Manufacturing/Fabrication'],"1000-9,999 employees",0,['Analyze and understand data to influence product or business decisions'], Microsoft Power BI,,"['GitHub', 'Kaggle']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2173,30-34,Man,Indonesia,I prefer not to answer,< 1 years,['Python'],Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks', 'Paperspace / Gradient', 'Google Cloud Datalab']",,,,,,,,[''],
2174,50-54,Man,Portugal,Professional doctorate,10-20 years,"['Python', ' SQL', ' Java', ' MATLAB']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', ' Spyder', 'MATLAB ']",['Kaggle Notebooks'],"[' Matplotlib ', 'Plotly / Plotly Express ']",['Medical/Pharmaceutical'],250-999 employees,1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build and/or run a machine learning service that operationally improves my product or workflows']",,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2175,22-24,Man,India,Bachelor’s degree,< 1 years,"['Python', ' SQL', ' Java']",Python,['Jupyter Notebook'],['None'],[' Matplotlib '],['Medical/Pharmaceutical'],50-249 employees,15-19,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']"," Microsoft Power BI, Other",Other,['I do not share my work publicly'],['Other']
2176,35-39,Man,South Africa,Master’s degree,10-20 years,"[' SQL', ' Other']",Python,[' None'],['None'],[' None'],['Accounting/Finance'],"1000-9,999 employees",15-19,['Analyze and understand data to influence product or business decisions'], None,,['Kaggle'],"['Advanced statistical software (SPSS', ' SAS', ' etc.)']"
2177,22-24,Man,India,Bachelor’s degree,< 1 years,['Python'],SQL,['Jupyter Notebook'],['Google Cloud Datalab'],"[' Matplotlib ', 'Seaborn ']",['Insurance/Risk Assessment'],"10,000 or more employees",0,"['Analyze and understand data to influence product or business decisions', ' Do research that advances the state of the art of machine learning']", Tableau,,[''],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2178,40-44,Man,Taiwan,Some college/university study without earning a bachelor’s degree,5-10 years,"[' R', ' SQL', ' Other']",Python,"['RStudio ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks']",['Ggplot / ggplot2 '],['Computers/Technology'],"1000-9,999 employees",20+,[' Other'],,,[''],
2179,35-39,Man,South Korea,Bachelor’s degree,5-10 years,"['Python', ' SQL']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ']","['Kaggle Notebooks', 'Colab Notebooks']","[' Matplotlib ', 'Seaborn ', 'Ggplot / ggplot2 ']",['Accounting/Finance'],"1000-9,999 employees",20+,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas', ' Build and/or run a machine learning service that operationally improves my product or workflows', ' Experimentation and iteration to improve existing ML models', ' Do research that advances the state of the art of machine learning']"," Microsoft Power BI, Tableau CRM",Tableau CRM,"['Kaggle', 'Colab']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2180,18-21,Man,India,Master’s degree,< 1 years,"[' C', ' C++']",Python,[' Spyder'],['Google Cloud Notebooks (AI Platform / Vertex AI)'],['Leaflet / Folium '],['Other'],0-49 employees,0,[' None of these activities are an important part of my role at work'], None,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2181,30-34,Woman,Other,Bachelor’s degree,< 1 years,"[' SQL', ' Other']",SQL,[' None'],['None'],[' None'],['Manufacturing/Fabrication'],0-49 employees,1-2,['Analyze and understand data to influence product or business decisions'], None,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2182,40-44,Man,Singapore,Doctoral degree,3-5 years,"['Python', ' SQL', ' C++', ' Javascript', ' MATLAB']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'RStudio ', 'Visual Studio ', 'MATLAB ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks', 'Google Cloud Datalab']","[' Matplotlib ', 'Seaborn ', ' Other']",['Computers/Technology'],0-49 employees,1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas', ' Build and/or run a machine learning service that operationally improves my product or workflows']", Tableau,,"['GitHub', 'Kaggle', 'Colab']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2183,22-24,Woman,India,Bachelor’s degree,< 1 years,"['Python', ' C++']",Python,['Jupyter Notebook'],['Google Cloud Datalab'],"[' Matplotlib ', 'Seaborn ', 'Plotly / Plotly Express ']",['Computers/Technology'],50-249 employees,10-14,"['Analyze and understand data to influence product or business decisions', ' Build and/or run a machine learning service that operationally improves my product or workflows', ' Experimentation and iteration to improve existing ML models', ' Do research that advances the state of the art of machine learning']",,,[''],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2184,22-24,Man,India,Master’s degree,< 1 years,['Python'],Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'PyCharm ', 'Jupyter Notebook']",['Binder / JupyterHub'],"[' Matplotlib ', 'Seaborn ']",['Computers/Technology'],"10,000 or more employees",5-9,"[' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build and/or run a machine learning service that operationally improves my product or workflows']", None,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2185,35-39,Man,India,Bachelor’s degree,10-20 years,"[' SQL', ' Other']",Python,[' Notepad++'],['None'],[' None'],['Accounting/Finance'],"1000-9,999 employees",0,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']",,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2186,45-49,Man,Singapore,Bachelor’s degree,10-20 years,"['Python', ' SQL', ' Other']",Python,"[' Spyder', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks']","[' Matplotlib ', 'Seaborn ', ' Other']",['Computers/Technology'],"1000-9,999 employees",1-2,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']","Amazon QuickSight, Microsoft Power BI, Microsoft Azure Synapse ",Microsoft Power BI,"['GitHub', 'Kaggle']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2187,30-34,Man,Ukraine,Master’s degree,< 1 years,['Python'],Python,['Visual Studio Code (VSCode) '],['Other'],[' Other'],['Marketing/CRM'],50-249 employees,0,[' Other'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2188,30-34,Woman,Australia,Bachelor’s degree,1-3 years,[' Other'],SQL,[' None'],['None'],[' None'],['Government/Public Service'],250-999 employees,5-9,['Analyze and understand data to influence product or business decisions'], Microsoft Power BI,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2189,25-29,Man,India,Master’s degree,3-5 years,"['Python', ' SQL']",R,"['Visual Studio ', 'Jupyter Notebook']",['Amazon Sagemaker Studio Notebooks'],"[' Matplotlib ', 'Seaborn ']",['Computers/Technology'],250-999 employees,15-19,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas', ' Experimentation and iteration to improve existing ML models', ' Other']", None,,['I do not share my work publicly'],"['Advanced statistical software (SPSS', ' SAS', ' etc.)']"
2190,25-29,Man,Kenya,Bachelor’s degree,1-3 years,"['Python', ' SQL']",Python,[' Sublime Text'],['Kaggle Notebooks'],[' None'],['Government/Public Service'],50-249 employees,10-14,['Analyze and understand data to influence product or business decisions'], Microsoft Power BI,,['I do not share my work publicly'],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2191,60-69,Prefer not to say,United States of America,I prefer not to answer,1-3 years,"['Python', ' R', ' SQL']",SQL,"['RStudio ', 'Visual Studio Code (VSCode) ', ' Notepad++']","['Kaggle Notebooks', 'Colab Notebooks', 'Other']","['Ggplot / ggplot2 ', 'Shiny ', ' Other']",['Hospitality/Entertainment/Sports'],"1000-9,999 employees",20+,"['Analyze and understand data to influence product or business decisions', ' Other']"," Microsoft Power BI, Tableau",Tableau,['I do not share my work publicly'],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2192,30-34,Woman,India,Master’s degree,5-10 years,"['Python', ' R']",C,"['RStudio ', ' Notepad++']",['None'],['Ggplot / ggplot2 '],['Medical/Pharmaceutical'],0-49 employees,3-4,"['Analyze and understand data to influence product or business decisions', ' Build prototypes to explore applying machine learning to new areas', ' Experimentation and iteration to improve existing ML models', ' Do research that advances the state of the art of machine learning']", Google Data Studio,,"['GitHub', 'Kaggle']","['Advanced statistical software (SPSS', ' SAS', ' etc.)']"
2193,35-39,Man,India,Master’s degree,< 1 years,"['Python', ' R']",Python,"['RStudio ', ' Notepad++']",['None'],"['Ggplot / ggplot2 ', 'Geoplotlib ']",['Other'],"10,000 or more employees",3-4,['Analyze and understand data to influence product or business decisions'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2194,25-29,Man,Egypt,No formal education past high school,1-3 years,"['Python', ' C++']",C++,"[' Spyder', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks']","[' Matplotlib ', 'Seaborn ']",['Computers/Technology'],0-49 employees,0,['Analyze and understand data to influence product or business decisions'], Tableau,,"['GitHub', 'Kaggle', 'Colab']","['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2195,22-24,Man,Turkey,Master’s degree,< 1 years,"['Python', ' SQL']",Python,"['Jupyter (JupyterLab', ' Jupyter Notebooks', ' etc) ', 'PyCharm ', ' Spyder', 'Jupyter Notebook']","['Kaggle Notebooks', 'Colab Notebooks', 'Amazon Sagemaker Studio Notebooks']","[' Matplotlib ', 'Seaborn ']",['Accounting/Finance'],0-49 employees,5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas', ' Experimentation and iteration to improve existing ML models', ' Do research that advances the state of the art of machine learning']", Tableau,,"['GitHub', 'Kaggle']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2196,22-24,Man,Canada,Bachelor’s degree,1-3 years,"['Python', ' R', ' SQL']",Python,"['RStudio ', 'Visual Studio Code (VSCode) ', 'Jupyter Notebook']",['None'],"[' Matplotlib ', 'Seaborn ', 'Ggplot / ggplot2 ']",['Other'],0-49 employees,0,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data']",,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2197,40-44,Woman,France,Doctoral degree,10-20 years,"[' R', ' Bash', ' MATLAB']",R,"['RStudio ', ' Notepad++', 'Jupyter Notebook']",['None'],"['Ggplot / ggplot2 ', 'Shiny ']",['Academics/Education'],"1000-9,999 employees",3-4,"[' Build prototypes to explore applying machine learning to new areas', ' Build and/or run a machine learning service that operationally improves my product or workflows', ' Experimentation and iteration to improve existing ML models', ' Do research that advances the state of the art of machine learning']",,,[''],"['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2198,35-39,Man,Other,Doctoral degree,1-3 years,"['Python', ' SQL', ' C++', ' Javascript', ' Swift', ' Bash', ' MATLAB']",Python,"['Visual Studio ', 'MATLAB ', 'Jupyter Notebook']","['Kaggle Notebooks', 'Azure Notebooks', 'Google Cloud Datalab']","[' Matplotlib ', 'Seaborn ']",['Academics/Education'],0-49 employees,5-9,"['Analyze and understand data to influence product or business decisions', ' Build and/or run the data infrastructure that my business uses for storing', ' analyzing', ' and operationalizing data', ' Build prototypes to explore applying machine learning to new areas', ' Build and/or run a machine learning service that operationally improves my product or workflows', ' Experimentation and iteration to improve existing ML models']"," Google Data Studio, Microsoft Azure Synapse ",Google Data Studio,"['GitHub', 'Kaggle']","['Local development environments (RStudio', ' JupyterLab', ' etc.)']"
2199,25-29,Man,Russia,Master’s degree,< 1 years,"['Python', ' SQL']",Python,"['PyCharm ', ' Sublime Text']",['Colab Notebooks'],"[' Matplotlib ', 'Seaborn ']",['Accounting/Finance'],"10,000 or more employees",1-2,['Analyze and understand data to influence product or business decisions'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
2200,22-24,Woman,Other,Bachelor’s degree,I have never written code,,,,[''],,['Academics/Education'],0-49 employees,1-2,[' Other'],,,[''],"['Basic statistical software (Microsoft Excel', ' Google Sheets', ' etc.)']"
