,age,gender,q3,continente,q4,q6,q8,q21,q22,q32
653,35-39,Man,Pakistan,Asia,Master’s degree,< 1 years,Other,250-999 employees,10-14,
654,22-24,Man,Czech Republic,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,
655,22-24,Man,Other,,Bachelor’s degree,< 1 years,R,0-49 employees,10-14,
656,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Master’s degree,1-3 years,Python,50-249 employees,1-2,
657,45-49,Man,Argentina,América del Sur,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",3-4,
658,40-44,Man,Japan,Asia,Master’s degree,1-3 years,SQL,0-49 employees,1-2,
659,18-21,Woman,India,Asia,Master’s degree,3-5 years,Python,0-49 employees,0, None
660,18-21,Man,Pakistan,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,SQL,0-49 employees,1-2,MySQL 
660,18-21,Man,Pakistan,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,SQL,0-49 employees,1-2, Microsoft SQL Server 
660,18-21,Man,Pakistan,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,SQL,0-49 employees,1-2, Google Cloud BigTable 
660,18-21,Man,Pakistan,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,SQL,0-49 employees,1-2, Google Cloud Spanner 
661,30-34,Man,Other,,Bachelor’s degree,5-10 years,Python,250-999 employees,1-2, Microsoft SQL Server 
662,30-34,Man,Bangladesh,Asia,Master’s degree,1-3 years,Python,50-249 employees,20+, None
663,25-29,Man,Malaysia,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,1-2, Microsoft Azure SQL Database 
664,18-21,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",3-4,MySQL 
665,25-29,Man,Australia,Oceanía,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",0,
666,25-29,Man,Nigeria,África,Some college/university study without earning a bachelor’s degree,< 1 years,Javascript,"10,000 or more employees",5-9, Google Cloud SQL 
667,30-34,Man,Germany,Europa,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2,MySQL 
667,30-34,Man,Germany,Europa,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Amazon Redshift 
667,30-34,Man,Germany,Europa,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Amazon Aurora 
667,30-34,Man,Germany,Europa,Bachelor’s degree,< 1 years,Python,0-49 employees,1-2, Amazon DynamoDB 
668,30-34,Man,United States of America,América del Norte,Master’s degree,3-5 years,Python,"10,000 or more employees",10-14,
669,30-34,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+, Oracle Database 
669,30-34,Man,United States of America,América del Norte,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",20+, Microsoft SQL Server 
670,22-24,Man,India,Asia,Master’s degree,1-3 years,Python,50-249 employees,1-2, None
671,22-24,Woman,Egypt,África,Master’s degree,3-5 years,Python,250-999 employees,0,MySQL 
671,22-24,Woman,Egypt,África,Master’s degree,3-5 years,Python,250-999 employees,0, PostgreSQL 
671,22-24,Woman,Egypt,África,Master’s degree,3-5 years,Python,250-999 employees,0, Google Cloud BigTable 
672,45-49,Man,Egypt,África,Doctoral degree,5-10 years,Python,"10,000 or more employees",0, None
673,25-29,Woman,India,Asia,Master’s degree,< 1 years,R,50-249 employees,3-4,
674,22-24,Man,Kenya,África,Bachelor’s degree,1-3 years,Python,,,
675,22-24,Man,China,Asia,Master’s degree,3-5 years,Python,,,
676,55-59,Man,United States of America,América del Norte,Bachelor’s degree,20+ years,SQL,0-49 employees,0, PostgreSQL 
677,35-39,Man,Canada,América del Norte,Master’s degree,3-5 years,SQL,"10,000 or more employees",15-19, PostgreSQL 
677,35-39,Man,Canada,América del Norte,Master’s degree,3-5 years,SQL,"10,000 or more employees",15-19, Oracle Database 
678,40-44,Woman,United States of America,América del Norte,Professional doctorate,20+ years,Python,"1000-9,999 employees",20+, None
679,25-29,Woman,Other,,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",1-2,
680,22-24,Man,Russia,Asia,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",20+,
681,25-29,Man,Australia,Oceanía,Master’s degree,5-10 years,Python,0-49 employees,1-2,
682,18-21,Woman,Japan,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,0,
683,22-24,Man,India,Asia,Master’s degree,< 1 years,Python,0-49 employees,1-2,MySQL 
684,22-24,Man,Greece,Europa,Bachelor’s degree,5-10 years,Python,"10,000 or more employees",20+, Microsoft SQL Server 
685,30-34,Man,India,Asia,Master’s degree,1-3 years,Julia,250-999 employees,5-9, PostgreSQL 
685,30-34,Man,India,Asia,Master’s degree,1-3 years,Julia,250-999 employees,5-9, Microsoft SQL Server 
686,35-39,Man,Brazil,América del Sur,Master’s degree,10-20 years,SQL,"1000-9,999 employees",20+,MySQL 
686,35-39,Man,Brazil,América del Sur,Master’s degree,10-20 years,SQL,"1000-9,999 employees",20+, MongoDB 
686,35-39,Man,Brazil,América del Sur,Master’s degree,10-20 years,SQL,"1000-9,999 employees",20+, Microsoft SQL Server 
686,35-39,Man,Brazil,América del Sur,Master’s degree,10-20 years,SQL,"1000-9,999 employees",20+, Microsoft Azure SQL Database 
687,25-29,Man,Other,,Master’s degree,1-3 years,Python,"10,000 or more employees",20+,MySQL 
687,25-29,Man,Other,,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, PostgreSQL 
687,25-29,Man,Other,,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, MongoDB 
687,25-29,Man,Other,,Master’s degree,1-3 years,Python,"10,000 or more employees",20+, Snowflake 
688,50-54,Man,Greece,Europa,Doctoral degree,I have never written code,,"10,000 or more employees",0,
689,18-21,Woman,India,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,1-2, MongoDB 
690,35-39,Prefer not to say,India,Asia,Master’s degree,1-3 years,R,"10,000 or more employees",20+, None
691,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",1-2, None
692,30-34,Woman,Russia,Asia,Master’s degree,< 1 years,Python,250-999 employees,1-2, Microsoft Azure SQL Database 
692,30-34,Woman,Russia,Asia,Master’s degree,< 1 years,Python,250-999 employees,1-2, Google Cloud BigTable 
693,22-24,Man,Kenya,África,Bachelor’s degree,< 1 years,Python,250-999 employees,20+, Google Cloud BigTable 
693,22-24,Man,Kenya,África,Bachelor’s degree,< 1 years,Python,250-999 employees,20+, Google Cloud Spanner 
694,22-24,Woman,Pakistan,Asia,Master’s degree,1-3 years,Python,0-49 employees,5-9,MySQL 
694,22-24,Woman,Pakistan,Asia,Master’s degree,1-3 years,Python,0-49 employees,5-9, Microsoft SQL Server 
695,40-44,Man,United States of America,América del Norte,Master’s degree,10-20 years,SQL,"10,000 or more employees",3-4, Google Cloud BigQuery 
695,40-44,Man,United States of America,América del Norte,Master’s degree,10-20 years,SQL,"10,000 or more employees",3-4, Google Cloud SQL 
696,25-29,Man,Colombia,América del Sur,Bachelor’s degree,3-5 years,Python,50-249 employees,3-4, None
697,35-39,Man,United States of America,América del Norte,Master’s degree,5-10 years,SQL,"10,000 or more employees",20+, Microsoft SQL Server 
697,35-39,Man,United States of America,América del Norte,Master’s degree,5-10 years,SQL,"10,000 or more employees",20+, Amazon Redshift 
698,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2, PostgreSQL 
698,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2, MongoDB 
698,18-21,Man,Russia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2, Microsoft SQL Server 
699,55-59,Man,United States of America,América del Norte,Bachelor’s degree,I have never written code,,50-249 employees,1-2,
700,60-69,Man,United States of America,América del Norte,Doctoral degree,20+ years,SQL,0-49 employees,3-4, SQLite 
700,60-69,Man,United States of America,América del Norte,Doctoral degree,20+ years,SQL,0-49 employees,3-4, Microsoft SQL Server 
701,35-39,Woman,Canada,América del Norte,Master’s degree,3-5 years,SQL,"10,000 or more employees",20+, Oracle Database 
702,50-54,Man,Australia,Oceanía,Master’s degree,3-5 years,Python,"10,000 or more employees",20+,MySQL 
702,50-54,Man,Australia,Oceanía,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, PostgreSQL 
702,50-54,Man,Australia,Oceanía,Master’s degree,3-5 years,Python,"10,000 or more employees",20+, Oracle Database 
703,30-34,Man,Other,,Master’s degree,5-10 years,Python,"1000-9,999 employees",10-14, PostgreSQL 
703,30-34,Man,Other,,Master’s degree,5-10 years,Python,"1000-9,999 employees",10-14, SQLite 
703,30-34,Man,Other,,Master’s degree,5-10 years,Python,"1000-9,999 employees",10-14, Microsoft SQL Server 
704,25-29,Man,India,Asia,I prefer not to answer,3-5 years,Python,"1000-9,999 employees",20+, None
705,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,15-19,MySQL 
705,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,15-19, SQLite 
705,25-29,Man,India,Asia,Bachelor’s degree,1-3 years,SQL,0-49 employees,15-19, Other
706,40-44,Prefer not to say,Germany,Europa,Some college/university study without earning a bachelor’s degree,1-3 years,Python,0-49 employees,0,
707,22-24,Man,China,Asia,Master’s degree,< 1 years,Python,0-49 employees,3-4,MySQL 
708,18-21,Man,India,Asia,Master’s degree,1-3 years,Java,50-249 employees,20+, None
709,30-34,Man,Nigeria,África,Master’s degree,I have never written code,,0-49 employees,0,
710,40-44,Man,United States of America,América del Norte,Master’s degree,20+ years,SQL,"10,000 or more employees",20+,
711,18-21,Man,Pakistan,Asia,Bachelor’s degree,I have never written code,,0-49 employees,0,
712,22-24,Woman,Spain,Europa,Master’s degree,< 1 years,Python,0-49 employees,1-2,
713,40-44,Man,Denmark,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",5-9,MySQL 
713,40-44,Man,Denmark,Europa,Master’s degree,1-3 years,Python,"10,000 or more employees",5-9, SQLite 
714,40-44,Man,Brazil,América del Sur,Master’s degree,< 1 years,SQL,250-999 employees,3-4,
715,22-24,Man,Morocco,África,Master’s degree,1-3 years,Python,0-49 employees,0,
716,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,,"10,000 or more employees",10-14,
717,30-34,Woman,Israel,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+, PostgreSQL 
717,30-34,Woman,Israel,Asia,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",20+, Google Cloud BigQuery 
718,25-29,Man,India,Asia,Master’s degree,< 1 years,Python,,,
719,25-29,Man,Uganda,África,Bachelor’s degree,1-3 years,Python,50-249 employees,20+,
720,22-24,Woman,Nigeria,África,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4,
721,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",3-4,
722,45-49,Man,United States of America,América del Norte,Master’s degree,5-10 years,R,50-249 employees,20+,MySQL 
722,45-49,Man,United States of America,América del Norte,Master’s degree,5-10 years,R,50-249 employees,20+, Microsoft SQL Server 
722,45-49,Man,United States of America,América del Norte,Master’s degree,5-10 years,R,50-249 employees,20+, Microsoft Azure SQL Database 
723,35-39,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",3-4,MySQL 
723,35-39,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",3-4, Microsoft SQL Server 
723,35-39,Man,India,Asia,Master’s degree,1-3 years,Python,"10,000 or more employees",3-4, Google Cloud BigQuery 
724,25-29,Man,Ukraine,Europa,Master’s degree,3-5 years,SQL,50-249 employees,3-4,MySQL 
724,25-29,Man,Ukraine,Europa,Master’s degree,3-5 years,SQL,50-249 employees,3-4, PostgreSQL 
724,25-29,Man,Ukraine,Europa,Master’s degree,3-5 years,SQL,50-249 employees,3-4, Oracle Database 
724,25-29,Man,Ukraine,Europa,Master’s degree,3-5 years,SQL,50-249 employees,3-4, MongoDB 
725,30-34,Man,United Arab Emirates,Asia,Bachelor’s degree,1-3 years,Python,250-999 employees,1-2, Microsoft SQL Server 
726,30-34,Man,Indonesia,Asia,Bachelor’s degree,5-10 years,SQL,"10,000 or more employees",1-2,
727,35-39,Man,India,Asia,Bachelor’s degree,10-20 years,Python,"1000-9,999 employees",15-19, Microsoft Azure SQL Database 
727,35-39,Man,India,Asia,Bachelor’s degree,10-20 years,Python,"1000-9,999 employees",15-19, Microsoft Azure Cosmos DB 
728,30-34,Man,Peru,América del Sur,Master’s degree,1-3 years,Python,,,
729,30-34,Man,Belarus,Europa,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,
730,40-44,Man,Canada,América del Norte,Master’s degree,5-10 years,Python,"1000-9,999 employees",20+,
731,25-29,Man,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,50-249 employees,5-9,
732,25-29,Man,United Arab Emirates,Asia,Bachelor’s degree,1-3 years,C++,0-49 employees,3-4,
733,18-21,Man,Australia,Oceanía,No formal education past high school,< 1 years,Python,0-49 employees,1-2,
734,35-39,Man,Nigeria,África,Bachelor’s degree,10-20 years,Python,0-49 employees,0,
735,40-44,Man,Other,,No formal education past high school,< 1 years,Python,0-49 employees,3-4,
736,30-34,Woman,Nigeria,África,Master’s degree,1-3 years,Python,0-49 employees,1-2,
737,25-29,Woman,Kenya,África,Bachelor’s degree,I have never written code,,"1000-9,999 employees",20+,
738,22-24,Man,Nepal,Asia,Bachelor’s degree,1-3 years,C,50-249 employees,10-14,
739,25-29,Woman,Viet Nam,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",1-2, Microsoft SQL Server 
739,25-29,Woman,Viet Nam,Asia,Bachelor’s degree,< 1 years,Python,"10,000 or more employees",1-2, Microsoft Azure Cosmos DB 
740,30-34,Man,Viet Nam,Asia,Master’s degree,1-3 years,Python,50-249 employees,0,
741,25-29,Man,Spain,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,0-49 employees,0,
742,45-49,Woman,United States of America,América del Norte,Bachelor’s degree,1-3 years,Python,0-49 employees,0,
743,18-21,Woman,United States of America,América del Norte,Master’s degree,5-10 years,R,"1000-9,999 employees",3-4, PostgreSQL 
743,18-21,Woman,United States of America,América del Norte,Master’s degree,5-10 years,R,"1000-9,999 employees",3-4, SQLite 
744,22-24,Man,India,Asia,I prefer not to answer,3-5 years,Python,0-49 employees,3-4,
745,35-39,Man,Kenya,África,Bachelor’s degree,3-5 years,Python,0-49 employees,3-4, Google Cloud SQL 
746,22-24,Man,Russia,Asia,I prefer not to answer,1-3 years,Python,"1000-9,999 employees",1-2,
747,25-29,Man,Canada,América del Norte,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",10-14, None
748,35-39,Man,Taiwan,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",3-4, None
749,30-34,Man,Peru,América del Sur,Master’s degree,5-10 years,R,"1000-9,999 employees",10-14,MySQL 
749,30-34,Man,Peru,América del Sur,Master’s degree,5-10 years,R,"1000-9,999 employees",10-14, PostgreSQL 
749,30-34,Man,Peru,América del Sur,Master’s degree,5-10 years,R,"1000-9,999 employees",10-14, Oracle Database 
749,30-34,Man,Peru,América del Sur,Master’s degree,5-10 years,R,"1000-9,999 employees",10-14, Microsoft SQL Server 
750,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,C,50-249 employees,1-2, None
751,22-24,Woman,India,Asia,Master’s degree,< 1 years,Python,"1000-9,999 employees",3-4,
752,25-29,Man,India,Asia,Doctoral degree,3-5 years,Python,50-249 employees,15-19,
753,22-24,Man,India,Asia,Master’s degree,< 1 years,R,50-249 employees,1-2,
754,55-59,Man,Australia,Oceanía,Doctoral degree,10-20 years,R,250-999 employees,20+,
755,22-24,Woman,India,Asia,Master’s degree,1-3 years,Python,"1000-9,999 employees",3-4,
756,40-44,Man,Argentina,América del Sur,No formal education past high school,3-5 years,Python,"1000-9,999 employees",3-4, Microsoft SQL Server 
757,25-29,Man,Uganda,África,Master’s degree,< 1 years,R,0-49 employees,1-2,MySQL 
758,22-24,Man,India,Asia,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",5-9,
759,40-44,Man,Brazil,América del Sur,Bachelor’s degree,10-20 years,None,"10,000 or more employees",20+, Microsoft SQL Server 
760,30-34,Man,Other,,Master’s degree,3-5 years,Python,0-49 employees,1-2,MySQL 
761,30-34,Man,Canada,América del Norte,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+,MySQL 
761,30-34,Man,Canada,América del Norte,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+, PostgreSQL 
761,30-34,Man,Canada,América del Norte,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+, Oracle Database 
761,30-34,Man,Canada,América del Norte,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+, MongoDB 
761,30-34,Man,Canada,América del Norte,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+, Microsoft SQL Server 
761,30-34,Man,Canada,América del Norte,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+, Microsoft Azure SQL Database 
761,30-34,Man,Canada,América del Norte,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+, Amazon Redshift 
761,30-34,Man,Canada,América del Norte,Bachelor’s degree,3-5 years,SQL,"10,000 or more employees",20+, Amazon Aurora 
762,35-39,Man,Egypt,África,Bachelor’s degree,5-10 years,C,0-49 employees,0,
763,30-34,Man,Other,,Bachelor’s degree,1-3 years,R,"1000-9,999 employees",1-2,MySQL 
763,30-34,Man,Other,,Bachelor’s degree,1-3 years,R,"1000-9,999 employees",1-2, Microsoft SQL Server 
764,30-34,Man,Nigeria,África,Master’s degree,1-3 years,Python,0-49 employees,1-2,
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years,Python,50-249 employees,1-2,MySQL 
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years,Python,50-249 employees,1-2, PostgreSQL 
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years,Python,50-249 employees,1-2, SQLite 
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years,Python,50-249 employees,1-2, MongoDB 
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years,Python,50-249 employees,1-2, Microsoft SQL Server 
765,45-49,Man,Colombia,América del Sur,Master’s degree,20+ years,Python,50-249 employees,1-2, Google Cloud Firestore 
766,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+,MySQL 
766,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+, PostgreSQL 
766,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+, Oracle Database 
766,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+, Snowflake 
766,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+, Microsoft SQL Server 
766,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+, Amazon Redshift 
766,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+, Amazon RDS 
766,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+, Amazon DynamoDB 
766,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+, Google Cloud BigQuery 
766,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Europa,Some college/university study without earning a bachelor’s degree,< 1 years,Python,"1000-9,999 employees",20+, Google Cloud SQL 
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2,MySQL 
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, PostgreSQL 
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, SQLite 
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, MongoDB 
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, IBM Db2 
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, Microsoft SQL Server 
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, Amazon Redshift 
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, Amazon Aurora 
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, Amazon RDS 
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, Amazon DynamoDB 
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, Google Cloud BigQuery 
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, Google Cloud SQL 
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, Google Cloud Firestore 
767,55-59,Man,Canada,América del Norte,Master’s degree,10-20 years,R,0-49 employees,1-2, Google Cloud BigTable 
768,25-29,Man,India,Asia,Master’s degree,10-20 years,Python,"10,000 or more employees",3-4,
769,50-54,Man,Israel,Asia,Master’s degree,10-20 years,SQL,"1000-9,999 employees",1-2, Other
770,40-44,Prefer not to say,United States of America,América del Norte,Doctoral degree,10-20 years,R,"1000-9,999 employees",1-2,MySQL 
770,40-44,Prefer not to say,United States of America,América del Norte,Doctoral degree,10-20 years,R,"1000-9,999 employees",1-2, SQLite 
770,40-44,Prefer not to say,United States of America,América del Norte,Doctoral degree,10-20 years,R,"1000-9,999 employees",1-2, Google Cloud SQL 
771,18-21,Man,India,Asia,Bachelor’s degree,< 1 years,Python,,,
772,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",10-14,MySQL 
772,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",10-14, PostgreSQL 
772,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,"10,000 or more employees",10-14, Google Cloud BigQuery 
773,35-39,Prefer not to say,Germany,Europa,Doctoral degree,10-20 years,Python,,,
774,22-24,Man,Egypt,África,Bachelor’s degree,1-3 years,Python,50-249 employees,0,
775,18-21,Man,I do not wish to disclose my location,NS/NC,Bachelor’s degree,1-3 years,SQL,"1000-9,999 employees",0,MySQL 
776,25-29,Woman,Saudi Arabia,Asia,Bachelor’s degree,1-3 years,Python,0-49 employees,1-2,
777,22-24,Woman,Kenya,África,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4, Microsoft SQL Server 
777,22-24,Woman,Kenya,África,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4, Microsoft Azure SQL Database 
777,22-24,Woman,Kenya,África,Bachelor’s degree,1-3 years,Python,250-999 employees,3-4, Google Cloud SQL 
778,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,20+,MySQL 
778,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,20+, PostgreSQL 
778,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,20+, Snowflake 
778,25-29,Man,India,Asia,Bachelor’s degree,3-5 years,Python,50-249 employees,20+, Amazon Redshift 
779,45-49,Man,Netherlands,Europa,Bachelor’s degree,20+ years,Python,"10,000 or more employees",20+,
780,25-29,Man,Canada,América del Norte,Master’s degree,1-3 years,SQL,"10,000 or more employees",20+, Microsoft SQL Server 
780,25-29,Man,Canada,América del Norte,Master’s degree,1-3 years,SQL,"10,000 or more employees",20+, Microsoft Azure Cosmos DB 
781,30-34,Man,Bangladesh,Asia,No formal education past high school,3-5 years,Python,0-49 employees,0, None
782,25-29,Man,India,Asia,Doctoral degree,3-5 years,Python,0-49 employees,1-2,
783,30-34,Woman,Colombia,América del Sur,Master’s degree,3-5 years,Python,"1000-9,999 employees",3-4, MongoDB 
783,30-34,Woman,Colombia,América del Sur,Master’s degree,3-5 years,Python,"1000-9,999 employees",3-4, Microsoft SQL Server 
784,30-34,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"1000-9,999 employees",5-9,
785,25-29,Man,Russia,Asia,Master’s degree,3-5 years,Python,"1000-9,999 employees",20+,
786,30-34,Man,Canada,América del Norte,Master’s degree,5-10 years,Python,50-249 employees,1-2,MySQL 
787,18-21,Man,Russia,Asia,Some college/university study without earning a bachelor’s degree,< 1 years,Python,250-999 employees,10-14, Amazon Aurora 
788,30-34,Man,Sweden,Europa,Master’s degree,5-10 years,Python,,,
789,45-49,Man,Italy,Europa,Bachelor’s degree,10-20 years,Python,250-999 employees,5-9, Amazon Redshift 
790,25-29,Woman,Viet Nam,Asia,Master’s degree,< 1 years,Python,"10,000 or more employees",3-4,
791,30-34,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",1-2,MySQL 
791,30-34,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",1-2, PostgreSQL 
791,30-34,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",1-2, SQLite 
791,30-34,Man,Brazil,América del Sur,Bachelor’s degree,< 1 years,Python,"1000-9,999 employees",1-2, Microsoft SQL Server 
792,22-24,Woman,India,Asia,Professional doctorate,I have never written code,,"1000-9,999 employees",20+,
793,25-29,Woman,India,Asia,Bachelor’s degree,< 1 years,Python,250-999 employees,0, None
794,22-24,Man,Egypt,África,Master’s degree,3-5 years,Python,250-999 employees,3-4, PostgreSQL 
794,22-24,Man,Egypt,África,Master’s degree,3-5 years,Python,250-999 employees,3-4, SQLite 
794,22-24,Man,Egypt,África,Master’s degree,3-5 years,Python,250-999 employees,3-4, Oracle Database 
794,22-24,Man,Egypt,África,Master’s degree,3-5 years,Python,250-999 employees,3-4, Microsoft SQL Server 
794,22-24,Man,Egypt,África,Master’s degree,3-5 years,Python,250-999 employees,3-4, Google Cloud BigQuery 
794,22-24,Man,Egypt,África,Master’s degree,3-5 years,Python,250-999 employees,3-4, Google Cloud SQL 
794,22-24,Man,Egypt,África,Master’s degree,3-5 years,Python,250-999 employees,3-4, Google Cloud Firestore 
795,40-44,Man,Peru,América del Sur,Master’s degree,< 1 years,R,0-49 employees,0,
796,40-44,Man,Poland,Europa,Master’s degree,3-5 years,Python,"10,000 or more employees",1-2, Microsoft SQL Server 
797,50-54,Man,Belgium,Europa,Master’s degree,20+ years,Python,"1000-9,999 employees",3-4,
798,22-24,Man,Bangladesh,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,Python,0-49 employees,1-2, SQLite 
798,22-24,Man,Bangladesh,Asia,Some college/university study without earning a bachelor’s degree,1-3 years,Python,0-49 employees,1-2, Google Cloud SQL 
799,18-21,Man,Egypt,África,Bachelor’s degree,1-3 years,Python,0-49 employees,20+,
800,25-29,Man,Nigeria,África,Bachelor’s degree,1-3 years,Python,"10,000 or more employees",3-4,
801,25-29,Man,India,Asia,Doctoral degree,1-3 years,Python,0-49 employees,3-4,MySQL 
802,25-29,Man,India,Asia,Bachelor’s degree,I have never written code,,"10,000 or more employees",20+,
